time,open,high,low,close,tick_volume,spread,real_volume
2025-07-23 12:40:00,1.17225,1.17229,1.1722299999999999,1.17229,59,2,0
2025-07-23 12:41:00,1.17228,1.1723,1.1722299999999999,1.17224,70,2,0
2025-07-23 12:42:00,1.17224,1.17233,1.1722299999999999,1.17224,52,2,0
2025-07-23 12:43:00,1.17225,1.17238,1.1721,1.17237,78,2,0
2025-07-23 12:44:00,1.17237,1.1724,1.17224,1.17229,75,2,0
2025-07-23 12:45:00,1.1723,1.1724999999999999,1.1723,1.17234,89,2,0
2025-07-23 12:46:00,1.17235,1.17258,1.17235,1.17249,62,2,0
2025-07-23 12:47:00,1.17248,1.17248,1.1723,1.1723,113,2,0
2025-07-23 12:48:00,1.1723,1.17258,1.17227,1.17258,87,2,0
2025-07-23 12:49:00,1.17256,1.17268,1.17245,1.17254,121,2,0
2025-07-23 12:50:00,1.17254,1.17255,1.17237,1.17239,90,2,0
2025-07-23 12:51:00,1.17239,1.17239,1.17231,1.17235,77,2,0
2025-07-23 12:52:00,1.17235,1.17246,1.17235,1.17245,50,2,0
2025-07-23 12:53:00,1.17245,1.17246,1.1724,1.17245,49,2,0
2025-07-23 12:54:00,1.17245,1.17246,1.17227,1.17229,100,2,0
2025-07-23 12:55:00,1.17229,1.17246,1.17229,1.1724,89,2,0
2025-07-23 12:56:00,1.1724,1.17246,1.17238,1.17242,76,2,0
2025-07-23 12:57:00,1.17242,1.17249,1.17235,1.17244,115,2,0
2025-07-23 12:58:00,1.17241,1.17265,1.17236,1.17251,105,2,0
2025-07-23 12:59:00,1.17251,1.17251,1.17237,1.1724999999999999,96,2,0
2025-07-23 13:00:00,1.17249,1.17271,1.17239,1.17255,152,2,0
2025-07-23 13:01:00,1.17255,1.17265,1.17239,1.17243,149,2,0
2025-07-23 13:02:00,1.17243,1.17243,1.17228,1.17229,71,2,0
2025-07-23 13:03:00,1.17229,1.1723,1.17209,1.17214,88,2,0
2025-07-23 13:04:00,1.17214,1.17215,1.17185,1.17185,134,2,0
2025-07-23 13:05:00,1.17185,1.17185,1.17151,1.17165,120,2,0
2025-07-23 13:06:00,1.17165,1.17169,1.1716,1.17165,107,2,0
2025-07-23 13:07:00,1.17165,1.17207,1.17165,1.17195,143,2,0
2025-07-23 13:08:00,1.17194,1.17195,1.17174,1.17185,93,2,0
2025-07-23 13:09:00,1.17185,1.17226,1.17184,1.17226,144,2,0
2025-07-23 13:10:00,1.17226,1.1724700000000001,1.17221,1.17235,144,2,0
2025-07-23 13:11:00,1.17235,1.17242,1.17224,1.1723,77,2,0
2025-07-23 13:12:00,1.1723,1.17241,1.17224,1.17239,70,2,0
